Name,Country,Type,Ratings,Price_USD,Rating 
Captain Morgan Deluxe Dark ,Puerto Rico,Dark,0,None,0.0
Berling S.A. Berling S.A. Rhum Vieux Labbe  ,Haiti,Aged,0,None,0.0
Germana Brasil ,Brazil,Gold,0,None,0.0
Pacific Panama -Pacific ,USA,Aged,0,None,0.0
Genius Gold ,India,Gold,0,None,0.0
Coruba Spiced ,Jamaica,Spiced,0,None,0.0
Seacrets Distilling Company White ,USA,Light,0,None,0.0
Green Island Overproof ,Mauritius,Overproof,0,None,0.0
The Whisky Agency Jamaica 35-Year ,Germany,Aged,0,None,0.0
Hurricane Dark ,Jamaica,Dark,0,None,0.0
Ocean's Triple S Trinidad ,Spain,Aged,0,None,0.0
Cadenhead's Barbados BBR 11-Year ,UK,Aged,0,None,0.0
Chantal Comte Cuvée Caribaea 2016 Rhum,France,Rhum Agricole,0,None,0.0
Cadenhead's Jamaican Green Label 14-Year ,UK,Aged,0,None,0.0
Guantanamera 3-Year ,Dominican Republic,Light,0,None,0.0
Pap Vieux ,Guadeloupe,Aged,0,None,0.0
Samaroli Over the World Edition ,Scotland,n/a,0,169.37,0.0
Rum Company 15 ,Germany,Aged,0,None,0.0
Super Canita Light ,Costa Rica,Light,0,None,0.0
Selection Privee Original 6-Year ,St. Lucia,Gold,0,38.81,0.0
Old Nick Vieux Agricole Rhum,Martinique,Rhum Agricole,0,None,0.0
Tres Esquinas Zero Sugar ,Colombia,Light,0,None,0.0
Tortuga 151 ,British West Indies,Overproof,0,None,0.0
Yacuro Viejo 12-Year ,Dominican Republic,Aged,0,None,0.0
Downslope Distilling Vanilla ,USA,Flavored,0,None,0.0
Travellers Alfred's Trail 8.6 Cask strength Port finish ,Belize,Aged,0,None,0.0
Canero 1992 ,Nicaragua,Aged,0,None,0.0
Ron Peñuela Oro ,Mexico,Gold,0,None,0.0
Jinete Anejo ,Mexico,Light,0,None,0.0
Hana Bay Premium Dark ,USA,Dark,0,None,0.0
Germana Caetano's Cachaca,Brazil,Cachaca,0,None,0.0
Inner Circle Black ,Australia,Dark,0,None,0.0
Ron Montilla Carta Cristal ,Brazil,Light,0,None,0.0
Pacific Light ,USA,Light,0,None,0.0
Toucan Boco ,Guyana,Gold,0,None,0.0
Sea Wynde 2.nd Edition  Pot Still ,Jamaica &amp; Guyana ,Aged,0,None,0.0
Canefire Canefire White UP ,Australia,Light,0,None,0.0
Barton Gold ,USA,Gold,0,None,0.0
Cadenhead's Brazilian 13-Year ,UK,Aged,0,None,0.0
Diplomatico Distillery Collection No1 Batch Kettle Rum ,Venezuela,Aged,0,None,0.0
Papas Pilar Blonde ,USA,Light,30,None,6.9
Elements 8 Gold ,St. Lucia,Gold,15,42.08,6.1
Malecon 8-Year ,Panama,Aged,10,21.11,6.8
Appleton Estate Reserve Blend ,Jamaica,Aged,30,28.43,6.1
La Mauny 1749 ,Martinique,Aged,10,23.81,5.8
XM VXO ,Guyana,Aged,10,25.13,6.2
Barbancourt Estate Reserve 15-Year ,Haiti,Aged,30,None,7.1
Blue Chair Bay Coconut ,Barbados,Flavored,30,None,7.7
Bacardi Mojito ,Puerto Rico,Flavored,30,35.98,2.4
Admiral Nelson's Premium Spiced ,USA,Spiced,30,None,5.9
Chic Choc Spiced ,Canada,Spiced,30,None,6.7
Don Q Gold ,Puerto Rico,Gold,29,None,5.2
Plantation St. Lucia 2003  ,Caribbean,Aged,29,53.61,7.9
Ron Quorhum 15-Year ,Dominican Republic,Aged,29,53.45,7.7
Plantation Original Dark Double Aged ,Caribbean,Aged,29,None,7.1
Khukri XXX Coronation ,Nepal,Aged,14,18.96,6.7
Ron Centenario XX ,Costa Rica,Aged,28,None,9.0
A. H. Riise XO Reserve Sauternes Cask ,Denmark,Aged,28,76.92,6.9
Les Bienheureux RHUM X.O. El Pasador de Oro  ,France,Aged,28,None,8.8
The Duppy Share Caribbean ,Caribbean,Aged,28,40.01,6.5
El Dorado Superior White ,Guyana,Light,14,14.66,5.9
Cubaney Gran Reserva 18-Year ,Dominican Republic,Aged,14,41.45,7.9
Koko Kanu Coconut ,Jamaica,Flavored,14,26.64,7.9
Bacardi Carta Negra ,Puerto Rico,Dark,28,None,4.8
Arehucas Mature ,Spain,Aged,0,None,0.0
Belmont Estate Caribbean Coconut ,Saint Kitts and Nevis,Flavored,0,None,0.0
Villa Rica Blanco ,Mexico,Light,0,None,0.0
Big Black Dick Vanilla ,Cayman Islands,Flavored,0,None,0.0
Cadenhead's Fiji 12-Year ,UK,Aged,0,None,0.0
Blue Water Ultra Premium ,Caribbean,Aged,0,None,0.0
Cohiba 8-Year ,USA,Aged,0,None,0.0
Horné Spiced ,US Virgin Islands,Spiced,0,None,0.0
Matacaña Aguardiente ,Mexico,Aged,0,None,0.0
Gold Miner Dark ,USA,Dark,0,None,0.0
Isautier 3-Year ,Reunion,Aged,0,29.54,0.0
West Indies Rum and Cane Philippines XO ,Caribbean,Aged,0,None,0.0
51 Gold ,Brazil,Gold,0,None,0.0
Mahiki Gold ,Barbados,Gold,0,None,0.0
Island XXX ,India,Gold,0,None,0.0
Pitorro Fruit ,Puerto Rico,Flavored,0,None,0.0
Coruba Coconut ,Jamaica,Flavored,0,None,0.0
Kahakai Tiki Kahakai Tiki ,unknown,Spiced,0,None,0.0
Ron Maja Ron Maja 12 years ,El Salvador,Aged,0,None,0.0
Django XXX ,India,Gold,0,None,0.0
Cruzan Old St. Croix ,US Virgin Islands,Aged,0,None,0.0
Sea Wynde 1.st Edition  Pot Still ,Jamaica &amp; Guyana ,Aged,0,None,0.0
Kozi Bay Gold ,Barbados,Gold,0,None,0.0
Negrita Cream ,Martinique,Flavored,0,None,0.0
Tirado El Petito ,USA,Light,0,None,0.0
Ron Caney Anejo ,Cuba,Gold,0,95.8,0.0
Cotopaxi 15-Year ,Ecuador,Aged,0,None,0.0
Dzama Donia ,Madagascar,Gold,0,None,0.0
Silver Seal Wildlife Series Trinidad 1991 ,Caribbean,Aged,0,None,0.0
Bielle Ambre ,Guadeloupe,Gold,0,49.36,0.0
Wicked Dolphin Florida Silver ,USA,Light,0,None,0.0
Westerhall Estate No 5 ,Grenada,Gold,0,None,0.0
Daufuskie Island Fuskie Fire ,USA,Gold,0,None,0.0
Pitorro Coconut ,Puerto Rico,Flavored,0,None,0.0
Cockspur Green Apple Splash ,Barbados,Flavored,0,None,0.0
St. Augustine 3 ,USA,Gold,0,None,0.0
Ron Caney Dorado ,Cuba,Light,0,None,0.0
Belfast D Special ,Dominica,Aged,0,None,0.0
Trois Rivieres 2005 ,Martinique,Aged,0,None,0.0
Ron Carupano Canela ,Venezuela,Flavored,0,None,0.0
Charbay Clear ,USA,Light,0,None,0.0
Aguardiente Cristal sin Azúcar ,Colombia,Light,0,None,0.0
Seagram’s Raspberry ,Brazil,Flavored,0,None,0.0
Reed &amp; Lacey California Gold ,USA,Gold,0,None,0.0
Bartida El Comandante ,Czech Republic,Aged,0,None,0.0
Isautier 10-Year Rhum,Reunion,Rhum Agricole,0,74.44,0.0
Jamaica Extra Fine Long Pond 1996 ,Jamaica,Aged,0,None,0.0
Fazenda Salinas Cristalina Cachaca,Brazil,Cachaca,0,None,0.0
Cuate Anejo Reserva ,Germany,Gold,0,None,0.0
Mocambo Anejo ,Mexico,Aged,0,None,0.0
Germana Classica Cachaca,Brazil,Cachaca,0,None,0.0
Ron Magua Blanco ,Dominican Republic,Light,0,None,0.0
Ron Anejo Santo Domingo Elixir de Antano ,Venezuela,Aged,0,35.84,0.0
Gauguin Brown ,French Polynesia,Gold,0,None,0.0
Kill Devil Silver ,USA,Light,0,None,0.0
Leblon Reserve Especial  ,Brazil,Aged,0,None,0.0
Topper's Mocha Mama ,St. Maartin,Flavored,0,None,0.0
Takamaka Bay St Andre Vesou ,Seychelles,Light,0,39.94,0.0
Ron Hacienda Monterrey Anejo 7-Year ,Dominican Republic,Gold,0,None,0.0
Ian's Alley Spiced ,USA,Spiced,0,None,0.0
HSE Single Cask ,Martinique,Aged,0,None,0.0
Whistling Andy's  Crystal ,USA,Light,0,None,0.0
Old Man Spirits Special Cask Rum No. 3 - Guyana 16-Year Cask Strength ,Caribbean,Aged,0,None,0.0
Governor General Dark ,Jamaica,Dark,0,None,0.0
Ocean's Pacific Limited Edition 1999 ,Spain,Aged,0,None,0.0
RL Seale Old Brigand  ,Barbados,Gold,0,None,0.0
Stroh Lakritz Liqueur 38 ,Austria,Flavored,0,None,0.0
Stoneyard Cinnemon Fire ,USA,Flavored,0,None,0.0
Three Cow Gold ,USA,Gold,0,None,0.0
Swedes Barbados 2000 ,Sweden,Aged,0,None,0.0
Montanya Distillers Exclusiva ,USA,Aged,0,None,0.0
Savanna 6-Year ,Reunion,Gold,0,59.73,0.0
Michler's White Overproof ,UK,Overproof,0,None,0.0
Sea Island Gold ,USA,Gold,0,None,0.0
Pichincha 11-Year ,Ecuador,Aged,0,None,0.0
Rational Spirits Cuban Inspired ,USA,Overproof,0,None,0.0
Lost Spirits Navy ,USA,Gold,0,None,0.0
Mezan Trinidad 1991 ,Caribbean,Aged,0,None,0.0
Siboney Blanco Selecto ,Dominican Republic,Light,0,16.31,0.0
Moleca Gold Cachaca,Brazil,Cachaca,0,None,0.0
Ron Malabar 6-Year ,Barbados,Aged,0,None,0.0
Arnisser No. 6 ,Germany,Gold,0,None,0.0
Canero 12-Year ,Nicaragua,Aged,0,46.63,0.0
Cadenhead's Haitian Green Label 9-Year ,UK,Aged,0,None,0.0
Copper Run Island Gold ,USA,Gold,0,None,0.0
Tremols Blanco ,Dominican Republic,Light,0,None,0.0
Ron Vigia 21-Year ,Colombia,Aged,0,None,0.0
Rene Alambic Gold ,USA,Gold,0,None,0.0
Ron Pujol 1818 ,Spain,Gold,0,None,0.0
Neisson 12-Year Rhum,Martinique,Rhum Agricole,0,None,0.0
Siboney Reserva Especial ,Dominican Republic,Aged,0,None,0.0
Monarch Spiced ,USA,Spiced,0,None,0.0
Ron Ocumare Limon ,Venezuela,Flavored,0,None,0.0
Ron Carupano Frezz ,Venezuela,Flavored,0,None,0.0
Cubaney Solera Grand Reserve Selecto 18-Year ,Dominican Republic,Dark,0,None,0.0
Mezan Trinidad 1998 ,Caribbean,Aged,0,None,0.0
Arnisser Kraeuterbitter ,Germany,Dark,0,None,0.0
Cayman Reef White ,Caribbean,Light,0,None,0.0
Chick Charney Gold ,Bahamas,Gold,0,None,0.0
Ron Carupano Citron ,Venezuela,Flavored,0,None,0.0
Reimonenq Premiere Cuvee ,Guadeloupe,Aged,0,51.09,0.0
Saint James 1885 ,Martinique,Aged,0,None,0.0
Pitorro Tamarind ,Puerto Rico,Flavored,0,None,0.0
"Bielle Rhum Vieux 2008 Straight From The Cask 58,4% Cavavin ",Guadeloupe,Aged,0,None,0.0
Cadenhead's Cuban Green Label 11-Year ,UK,Aged,0,None,0.0
Ron Montilla Limão‏ ,Brazil,Flavored,0,None,0.0
Caroni Stallion Puncheon ,Trinidad,Gold,0,None,0.0
Asmussen White ,Germany,Light,0,None,0.0
Marco Polo XXX ,India,Gold,0,None,0.0
Port Morant Laphroaig Cask ,UK,Aged,0,None,0.0
Brugal Blanco Especial ,Dominican Republic,Light,0,17.84,0.0
Mombacho 8-Year ,Nicaragua,Aged,0,36.49,0.0
Noble Selected Aged White ,Sweden,Light,0,None,0.0
Pampero Deluxe ,Venezuela,Aged,0,None,0.0
Cruzan Durdy White ,US Virgin Islands,Light,0,None,0.0
Independent Distilling Gold ,USA,Gold,0,None,0.0
Ron Pujol Cana Pujol ,Spain,Light,0,None,0.0
Berry's Jamaican 12-Year ,Caribbean,Aged,0,None,0.0
The Wild Geese Caribbean Spiced ,Caribbean,Spiced,0,None,0.0
Daufuskie Island Silver ,USA,Aged,0,None,0.0
Island Time Amber ,USA,Gold,0,None,0.0
Tesco Superior Dark ,Caribbean,Dark,0,None,0.0
Riviere du Mat Vieux Reserve Speciale 6-year ,Reunion,Gold,0,None,0.0
Ron Castro Ron Anejo ,Venezuela,Gold,0,None,0.0
Beleza Pura Super Premium Cachaca,Brazil,Cachaca,0,None,0.0
Ron Santa Cruz Platino ,Canary Islands,Light,0,None,0.0
Doc Brown's Dark ,USA,Dark,0,None,0.0
S.B.S. Jamaica 2006 rum ,Denmark,Aged,0,None,0.0
Barrel Jack Overproof ,Grenada,Overproof,0,None,0.0
Antigua Distillery Cavalier Extra Old ,Antigua,Aged,0,None,0.0
Beach House Beach House White Spiced ,Mauritius,Spiced,0,None,0.0
Bielle Vieux ,Guadeloupe,Aged,0,None,0.0
Don Lorenzo 151 ,Bahamas,Overproof,0,None,0.0
Rum Jumbie Coconut Splash ,Panama,Flavored,0,None,0.0
El Dorado Special Reserve White Port Cask 15-Year ,Guyana,Aged,0,None,0.0
Ron Marques Reserva Especial ,Costa Rica,Gold,0,None,0.0
Clarkes Court White Ball ,Grenada,Light,0,None,0.0
Siboney Dorado Superior ,Dominican Republic,Gold,0,16.2,0.0
Ron Marques Carta Blanca ,Costa Rica,Light,0,None,0.0
San Miguel 5 ,Ecuador,Gold,0,None,0.0
S.B.S. Philippines 10-Year ,Denmark,Aged,0,None,0.0
Seagram’s Smooth Cachaca,Brazil,Cachaca,0,None,0.0
Old Ipswich  Lab &amp; Cask Reserve ,USA,Aged,0,None,0.0
Tondena Silver ,Philippines,Light,0,None,0.0
J. Bally Vieux XO Rhum,Martinique,Rhum Agricole,0,None,0.0
Novo Fogo Barrel 105 ,Brazil,Aged,0,None,0.0
La Mauny VO ,Martinique,Aged,0,48.18,0.0
Ron Juan de la Cruz 5-Year ,Colombia,Gold,0,None,0.0
Artemi Blanco ,Spain,Light,0,None,0.0
Pagos de Fuego Reserva 15-Year ,Caribbean,Aged,0,None,0.0
Nottingham Forest Roomdi Dark ,Italy,Aged,0,None,0.0
Skol Light ,USA,Light,0,None,0.0
Alambic Classique Collection Long Pond 1992 15-Year ,Caribbean,Aged,0,None,0.0
Bohemio 3-Year ,Panama,Gold,0,None,0.0
Duncan Taylor Guadeloupe 1998 14-Year ,Caribbean,Aged,0,None,0.0
3 Horse XXX ,India,Gold,0,None,0.0
Topper's Caribbean White ,St. Maartin,Light,0,None,0.0
Mezan 151 Overproof ,Caribbean,Aged,0,None,0.0
Nectar Azul ,Colombia,Light,0,None,0.0
El Dorado Special Reserve Sauternes Cask 15-Year  ,Guyana,Aged,0,None,0.0
Rum Society Rum Society ,Caribbean,Light,0,None,0.0
Doc Brown's Silver ,USA,Light,0,None,0.0
Ord River Overproof ,Australia,Overproof,0,None,0.0
Whaler's Pineapple Paradise ,USA,Flavored,0,None,0.0
English Harbour Extra Old ,Antigua,Aged,0,None,0.0
Cuca Fresca Prata Cachaca,Brazil,Cachaca,0,None,0.0
Daufuskie Island Gold Reserve ,USA,Gold,0,None,0.0
Freres Lauzea Schrubb ,Martinique,Aged,0,None,0.0
Paradise Distilling Island Bay ,USA,Gold,0,None,0.0
Bundaberg 1961 ,Australia,Aged,0,None,0.0
Blue Water Caribbean Gold ,Caribbean,Gold,0,None,0.0
Sixer XXX ,India,Gold,0,None,0.0
Gold Miner White ,USA,Light,0,None,0.0
Amrut White ,India,Light,0,None,0.0
Baquba Limon ,Netherlands,Flavored,0,None,0.0
4 Spirits Silver ,USA,Light,0,None,0.0
Arecha Silver Dry ,Cuba,Light,0,None,0.0
Appleton Estate Signature Marque ,Jamaica,Aged,0,None,0.0
Destilería Heriberto Duquesne Vacilón Cana de Cuba ,Cuba,n/a,0,None,0.0
Berry Bros. &amp; Rudd Jamaican 1977 ,Jamaica,Aged,0,None,0.0
Westerhall Estate No 7 ,Grenada,Aged,0,None,0.0
Rainha do Vale RV08 Cachaca,Brazil,Cachaca,0,None,0.0
Victoria XXX ,India,Gold,0,None,0.0
Cadenhead's Barbados Green Label 10-Year ,UK,Aged,0,None,0.0
Alambic Classique Collection Sanctus Spiritus 1998 16-Year ,Caribbean,Aged,0,None,0.0
Ricardo Pineapple ,Bahamas,Flavored,0,None,0.0
Stroh Cristal ,Austria,Light,0,None,0.0
A 1710 Soleil de Minuit ,Martinique,Aged,0,None,0.0
Rum Nation Guyana Port Mourant 2016 ,Italy,Aged,0,None,0.0
Chantal Comte l'Arbre du Voyageur Reserve 2001 Garanti non filtre Rhum,France,Rhum Agricole,0,None,0.0
S.B.S. Panama 1998 ,Denmark,Aged,0,None,0.0
Flag Hill Spiced ,USA,Spiced,0,None,0.0
Bushtea Spiced ,UK,Spiced,0,None,0.0
Bristol Classic Grenada 2003 ,UK,Aged,0,82.74,0.0
El Canso XXX ,India,Gold,0,None,0.0
Yahara Bay Premium White ,USA,Light,0,None,0.0
Telica 13-Year ,Nicaragua,Aged,0,72.39,0.0
Bristol Classic Barbados 2004 ,UK,Aged,0,68.09,0.0
Karukera Full Proof 1997 ,Guadeloupe,Aged,0,None,0.0
Cubaney Plata 3-Year ,Dominican Republic,Light,0,17.78,0.0
Devil's Own Black Spiced ,USA,Spiced,0,None,0.0
Dogfish Head White ,USA,Light,0,None,0.0
Yacuro Anejo 5-Year ,Dominican Republic,Gold,0,None,0.0
Jura Single Cast Rhum,Martinique,Rhum Agricole,0,None,0.0
Ole Nassau Banana ,Bahamas,Flavored,0,None,0.0
Cubaney Crystal Reserve 3-Year ,Dominican Republic,Light,0,None,0.0
Marlin &amp; Barrel Bearing Light Rum ,USA,Light,0,None,0.0
Clement Hors d'âge Rhum,Martinique,Rhum Agricole,0,None,0.0
Isla De Rico Gold ,Barbados,Gold,0,None,0.0
Rhum Rhum PMG Rhum,Guadeloupe,Rhum Agricole,0,None,0.0
Sugar Skull Mystic Vanilla ,Caribbean,Flavored,0,None,0.0
Cadenhead's Demerara Green Label 12-Year ,UK,Aged,0,None,0.0
Second Sights Unbarreled ,USA,Light,0,None,0.0
Devil's Own Wicked ,USA,Overproof,0,None,0.0
Isautier 15-Year Rhum,Reunion,Rhum Agricole,0,None,0.0
Farthofer O ,Austria,Gold,0,None,0.0
Jack Tar Superior ,Jamaica,Light,0,None,0.0
Noble Selected Caribbean ,Sweden,Aged,0,None,0.0
Dark Matter White ,Scotland,Light,0,None,0.0
Demerara Distillers Limited (DDL) Estate Versailles 2003  ,Guyana,Aged,0,None,0.0
El Chorrito Aguardiente ,Mexico,Aged,0,None,0.0
Ron Carupano Extra ,Venezuela,Flavored,0,None,0.0
Ocean's Triple S Jamaica ,Spain,Aged,0,None,0.0
Rum Jumbie Vanilla Splash ,Panama,Flavored,0,None,0.0
Träkumla White ,Sweden,Light,0,None,0.0
Bardenay  Small Batch ,USA,Light,0,None,0.0
Bielle 50% ,Guadeloupe,Light,0,None,0.0
Ron Bermudez Malla de Oro ,Dominican Republic,Light,0,None,0.0
Island Time Crystal ,USA,Light,0,None,0.0
Clarkes Court Sorrel ,Grenada,Flavored,0,None,0.0
English Harbour 3-Year ,Antigua,Light,0,None,0.0
Riviere du Mat Vieux Traditionnel Single Cask 12-Year ,Reunion,Aged,0,None,0.0
Saint James Blanc 40 ,Martinique,Light,0,None,0.0
English Harbour Gold ,Antigua,Gold,0,None,0.0
Busted Barrel Silver ,USA,Light,0,None,0.0
Caribbean Selection Finest ,Caribbean,Gold,0,57.55,0.0
Velho Barreiro Serie Especial Ouro ,Brazil,Aged,0,None,0.0
Rhum du Pére Labat Vieux 5-Year Rhum,Guadeloupe,Rhum Agricole,0,None,0.0
Cuba libre el dorado 5-Year ,Guyana,Gold,0,None,0.0
Sweet Crude Black Gold Single Harvest Blend Rum ,USA,Gold,0,None,0.0
HSE VSOP ,Martinique,Aged,28,None,7.1
Bacardi Carta Negra ,Puerto Rico,Dark,28,None,4.8
Koko Kanu Coconut ,Jamaica,Flavored,14,27.1,7.9
Plantation Barbados 2000 ,Caribbean,Aged,27,None,7.4
Koloa Dark ,USA,Dark,27,None,7.3
Flor de Cana Anejo Oro 4-Year ,Nicaragua,Aged,27,21.7,7.3
La Favorite La Flibuste Rhum,Martinique,Rhum Agricole,27,None,9.6
Flor de Cana Anejo Clasico 5-Year ,Nicaragua,Light,27,12.7,5.4
Ron Caney Anejo Centuria ,Cuba,Aged,27,26.65,7.0
Rum Nation Demerara Solera No 14 ,Italy,Aged,27,None,7.3
Ron Botran Anejo 12 ,Guatemala,Aged,27,28.54,6.4
Panama Red Overproof ,Panama,Overproof,27,None,7.1
Clement Creole Shrubb ,Martinique,Flavored,27,38.06,7.3
SangSom Special ,Thailand,Gold,26,None,4.3
Ron Medellin Gran Reserva 12-Year ,Colombia,Aged,26,None,6.9
Pirate's Grog Golden ,Honduras,Gold,26,41.16,7.7
Rumbullion Navy Strength ,Caribbean,Overproof,13,61.46,7.9
Parce 12-Year ,Colombia,Aged,26,None,9.3
Ron Varadero Añejo 7-Year ,Cuba,Aged,26,None,6.7
Santa Teresa Gran Reserva Linaje ,Venezuela,Aged,13,28.29,7.1
Ron Cartavio 12-Year ,Peru,Aged,26,61.85,6.9
J. Bally 7-Year Rhum,Martinique,Rhum Agricole,13,56.68,6.2
Opthimus 15-Year Port Finish ,Dominican Republic,Aged,13,78.41,7.5
Plantation Trinidad 2001 ,Caribbean,Aged,26,40.66,7.1
Ron Anejo Superior 1910 ,Cuba,Aged,0,None,0.0
Bristol Classic Nicaragua 2002 ,UK,Aged,0,67.48,0.0
Sergeant Gold ,USA,Gold,0,None,0.0
Cubaney Anejo Reserva 5-Year ,Dominican Republic,Gold,0,None,0.0
Atocha Gold Spiced ,US Virgin Islands,Spiced,0,None,0.0
SX Calypso ,Mexico,Flavored,0,None,0.0
Island Time Spiced ,USA,Spiced,0,None,0.0
Beenleigh White ,Australia,Light,0,None,0.0
Rum Company Old Nicaragua ,Germany,Aged,0,None,0.0
Plantation Plantagen  ,Caribbean,Overproof,0,None,0.0
Ron Vigia Oro Anejo ,Colombia,Gold,0,None,0.0
Capulet &amp; Montague Ltd.  Bonpland Claire White ,Germany,Light,0,None,0.0
Arguardente Tiquara Artesanal Cachaca,Brazil,Cachaca,0,None,0.0
Ron Pujol Cumarey ,Spain,Gold,0,None,0.0
UF30E Enmore 1990 ,Guyana,Aged,0,None,0.0
Gold Miner Barrel Reserve ,USA,Aged,0,None,0.0
Rhum du Pére Labat Paille 2-year Rhum,Guadeloupe,Rhum Agricole,0,None,0.0
Ron Aldea Blanco ,Canary Islands,Light,0,24.49,0.0
NPK Mint Licorice ,Mauritius,Flavored,0,None,0.0
Royal Jamaican White ,Jamaica,Light,0,None,0.0
Dzama La Carta Rouge ,Madagascar,Gold,0,None,0.0
Capitan Bucanero Viejo Anejo ,Dominican Republic,Aged,0,None,0.0
Arecha Reserva 15-Year ,Cuba,Aged,0,None,0.0
Villa Rica Gold ,Mexico,Gold,0,None,0.0
Soca Gold ,Dominica,Gold,0,None,0.0
S.B.S. Fiji 12-Year ,Denmark,Aged,0,None,0.0
Domaine de Severin 2005 ,Guadeloupe,Aged,0,None,0.0
Koh Samui Orange ,Thailand,Flavored,0,None,0.0
Macorix Blanc ,Dominican Republic,Light,0,None,0.0
Ron Vigia 15-Year ,Colombia,Aged,0,None,0.0
J. Bally 1987 Rhum,Martinique,Rhum Agricole,0,None,0.0
Ole Nassau Pineapple ,Bahamas,Flavored,0,None,0.0
Koch OÜ Vergi Dark Carribean Rum ,Estonia,Dark,0,None,0.0
Cadenhead's Brazilian Green Label 12-Year ,UK,Aged,0,None,0.0
HSE 1960 ,Martinique,Aged,0,None,0.0
Ord River Barrelling Strength ,Australia,Overproof,0,None,0.0
Isautier Louis &amp; Charles Cuvee ,Reunion,Aged,0,None,0.0
D'aguiar's Classic Dark ,Guyana,Dark,0,None,0.0
Cana de Belem Vieux ,Brazil,Gold,0,None,0.0
Guantanamera 10-Year ,Dominican Republic,Aged,0,25.07,0.0
Samaroli Demerara 1990 ,Scotland,Aged,0,322.56,0.0
Ron 100 Fuegos 8-Year ,Ecuador,Aged,0,None,0.0
Ron Peñuela Blanco ,Mexico,Light,0,None,0.0
Palo Viejo Gold ,Puerto Rico,Gold,0,None,0.0
Bielle Brut de Fût 14-Year ,Guadeloupe,Aged,0,None,0.0
Super Master XXX ,India,Gold,0,None,0.0
Chantal Comte Millesime 1977 Rhum,France,Rhum Agricole,0,None,0.0
Bombo Carmel &amp; Banana ,UK,Flavored,0,None,0.0
Bologne Blanc 40% ,Guadeloupe,Light,0,None,0.0
El Canso White ,India,Light,0,None,0.0
Tres Hombres La Palma Joven 2015 ,Caribbean,Light,0,None,0.0
Ricardo Mango ,Bahamas,Flavored,0,None,0.0
Rum Company Solera Edition 2015 Whisky Finish ,Germany,Aged,0,None,0.0
Habanero 38 ,Mexico,Aged,0,None,0.0
Alambic Classique Collection Westerhall 1998 9-year ,Caribbean,Aged,0,None,0.0
Bologne Ambré 50% ,Guadeloupe,Gold,0,31.77,0.0
S.B.S. Panama 2001 ,Denmark,Aged,0,None,0.0
Riviere du Mat L'Agricole Blanc ,Reunion,Light,0,None,0.0
Bristol Classic 1989 Trinidad ,UK,Gold,0,None,0.0
Silver Seal Wildlife Series Barbados 1996 ,Caribbean,Aged,0,None,0.0
Caroni Creole Punch ,Trinidad,Dark,0,None,0.0
J. Bally 1989 Rhum,Martinique,Rhum Agricole,0,None,0.0
Negrita Anejo ,Martinique,Gold,0,9.9,0.0
Alambic Classique Collection Foursquare Millenium Reserve 2000 6-Year ,Caribbean,Aged,0,None,0.0
Ron Santa Cruz Seleccion ,Canary Islands,Aged,0,None,0.0
Don Lorenzo Gold Reserve ,Bahamas,Gold,0,None,0.0
Private Selection Bills ,Jamaica,Spiced,0,None,0.0
Roman Candy Vanilla ,USA,Flavored,0,None,0.0
Busted Barrel Artisan Dark ,USA,Dark,0,None,0.0
Alambic Classique Collection Trinidad Distillers Millenium Reserve 2000 6-Year ,Caribbean,Aged,0,None,0.0
Mosquito Fleet Gold ,USA,Gold,0,None,0.0
Cimborazo 12-Year ,Ecuador,Aged,0,46.63,0.0
Hayman Distillers Smith and Cross Traditional Jamaican Rum ,London ,Gold,0,None,0.0
Phillips Gold ,USA,Gold,0,None,0.0
Key West Local ,USA,Light,0,None,0.0
Vybz Gold ,Jamaica,Gold,0,None,0.0
Fine Cuban 2003 ,UK,Aged,0,None,0.0
Havana Club Pacto navio ,Cuba,Gold,0,None,0.0
Cubaney Spiced ,Dominican Republic,Spiced,0,None,0.0
La Confrérie Barbados 2000 ,Barbados,Aged,0,None,0.0
Renegade Grenada ,Caribbean,Aged,0,78.63,0.0
Alambic Classique Collection Chichigalpa 1995 15-Year ,Caribbean,Aged,0,None,0.0
Sergeant Silver ,USA,Light,0,None,0.0
Karukera Full Proof 2000 ,Guadeloupe,Aged,0,None,0.0
Tiki Lovers Dark ,Germany,Gold,0,26.01,0.0
Lost Spirits Navy Rum 62 ,USA,Gold,0,None,0.0
Koh Samui Lime ,Thailand,Flavored,0,None,0.0
Ron Malteco 8-Year ,Guatemala,Aged,0,24.57,0.0
Bear Hug Wild Berry ,USA,Flavored,0,32.93,0.0
Pitorro Cristal White ,Puerto Rico,Light,0,None,0.0
